date,store_id,store_region,sku_id,category,our_price,competitor_price,unit_cost,promotion_flag,is_holiday,available_stock,units_sold,stockout_flag
2024-05-03,JHR_01,Johor,SKU_014,Household,11.46,10.31,5.58,0,0,131,64,0
2024-05-04,JHR_01,Johor,SKU_014,Household,11.23,10.4,5.58,0,0,108,71,0
2024-05-05,JHR_01,Johor,SKU_014,Household,11.15,10.33,5.58,0,0,112,98,0
2024-05-06,JHR_01,Johor,SKU_014,Household,11.77,10.27,5.58,0,0,109,31,0
2024-05-07,JHR_01,Johor,SKU_014,Household,11.16,10.36,5.58,0,0,115,67,0
2024-05-08,JHR_01,Johor,SKU_014,Household,11.03,10.53,5.58,0,0,160,48,0
2024-05-09,JHR_01,Johor,SKU_014,Household,11.81,10.64,5.58,0,0,111,52,0
2024-05-10,JHR_01,Johor,SKU_014,Household,11.21,10.62,5.58,0,0,122,96,0
2024-05-11,JHR_01,Johor,SKU_014,Household,11.82,10.66,5.58,0,0,150,80,0
2024-05-12,JHR_01,Johor,SKU_014,Household,10.14,10.91,5.58,1,0,222,147,0
2024-05-13,JHR_01,Johor,SKU_014,Household,10.52,10.96,5.58,0,0,138,59,0
2024-05-14,JHR_01,Johor,SKU_014,Household,11.06,10.82,5.58,0,0,135,62,0
2024-05-15,JHR_01,Johor,SKU_014,Household,11.04,10.78,5.58,0,0,117,52,0
2024-05-16,JHR_01,Johor,SKU_014,Household,10.95,10.75,5.58,0,0,107,51,0
2024-05-17,JHR_01,Johor,SKU_014,Household,10.14,10.66,5.58,1,0,225,115,0
2024-05-18,JHR_01,Johor,SKU_014,Household,10.64,10.74,5.58,0,0,129,119,0
2024-05-19,JHR_01,Johor,SKU_014,Household,11.05,10.68,5.58,0,0,188,111,0
2024-05-20,JHR_01,Johor,SKU_014,Household,9.32,10.67,5.58,1,0,197,95,0
2024-05-21,JHR_01,Johor,SKU_014,Household,10.15,10.6,5.58,0,0,136,70,0
2024-05-22,JHR_01,Johor,SKU_014,Household,10.08,10.88,5.58,0,0,145,81,0
2024-05-23,JHR_01,Johor,SKU_014,Household,9.2,11.11,5.58,1,0,292,125,0
2024-05-24,JHR_01,Johor,SKU_014,Household,10.22,11.16,5.58,0,0,150,85,0
2024-05-25,JHR_01,Johor,SKU_014,Household,10.81,11.35,5.58,0,0,179,101,0
2024-05-26,JHR_01,Johor,SKU_014,Household,10.84,11.09,5.58,0,0,121,86,0
2024-05-27,JHR_01,Johor,SKU_014,Household,10.84,11.03,5.58,0,0,107,45,0
2024-05-28,JHR_01,Johor,SKU_014,Household,10.69,11.08,5.58,0,0,106,60,0
2024-05-29,JHR_01,Johor,SKU_014,Household,10.86,11.0,5.58,0,0,96,67,0
2024-05-30,JHR_01,Johor,SKU_014,Household,9.67,10.92,5.58,1,0,218,107,0
2024-05-31,JHR_01,Johor,SKU_014,Household,9.88,11.06,5.58,0,0,113,65,0
2024-06-01,JHR_01,Johor,SKU_014,Household,10.46,10.96,5.58,0,0,137,105,0
2024-06-02,JHR_01,Johor,SKU_014,Household,11.34,10.88,5.58,0,0,116,81,0
2024-06-03,JHR_01,Johor,SKU_014,Household,11.66,10.91,5.58,0,0,108,55,0
2024-06-04,JHR_01,Johor,SKU_014,Household,11.09,10.84,5.58,0,0,101,69,0
2024-06-05,JHR_01,Johor,SKU_014,Household,10.57,10.81,5.58,0,0,134,74,0
2024-06-06,JHR_01,Johor,SKU_014,Household,10.75,10.73,5.58,0,0,117,80,0
2024-06-07,JHR_01,Johor,SKU_014,Household,10.31,10.8,5.58,0,0,165,58,0
2024-06-08,JHR_01,Johor,SKU_014,Household,10.06,10.57,5.58,0,0,148,88,0
2024-06-09,JHR_01,Johor,SKU_014,Household,10.4,10.55,5.58,0,0,148,70,0
2024-06-10,JHR_01,Johor,SKU_014,Household,10.67,10.33,5.58,0,0,82,78,0
2024-06-11,JHR_01,Johor,SKU_014,Household,10.39,10.08,5.58,0,0,123,54,0
2024-06-12,JHR_01,Johor,SKU_014,Household,10.31,10.1,5.58,0,0,109,67,0
2024-06-13,JHR_01,Johor,SKU_014,Household,10.7,10.05,5.58,0,0,101,101,1
2024-06-14,JHR_01,Johor,SKU_014,Household,10.34,10.13,5.58,0,0,110,110,1
2024-06-15,JHR_01,Johor,SKU_014,Household,11.27,10.22,5.58,0,0,146,48,0
2024-06-16,JHR_01,Johor,SKU_014,Household,11.12,10.13,5.58,0,0,154,49,0
2024-06-17,JHR_01,Johor,SKU_014,Household,10.68,10.27,5.58,0,0,156,57,0
2024-06-18,JHR_01,Johor,SKU_014,Household,10.75,10.34,5.58,0,0,114,65,0
2024-06-19,JHR_01,Johor,SKU_014,Household,10.98,10.24,5.58,0,0,122,50,0
2024-06-20,JHR_01,Johor,SKU_014,Household,10.72,10.19,5.58,0,0,167,59,0
2024-06-21,JHR_01,Johor,SKU_014,Household,10.14,10.42,5.58,0,0,172,67,0
2024-06-22,JHR_01,Johor,SKU_014,Household,10.51,10.28,5.58,0,0,168,88,0
2024-06-23,JHR_01,Johor,SKU_014,Household,11.35,10.12,5.58,0,0,111,61,0
2024-06-24,JHR_01,Johor,SKU_014,Household,11.41,10.1,5.58,0,0,123,39,0
2024-06-25,JHR_01,Johor,SKU_014,Household,11.18,10.03,5.58,0,0,117,25,0
2024-06-26,JHR_01,Johor,SKU_014,Household,10.85,10.16,5.58,0,0,113,54,0
2024-06-27,JHR_01,Johor,SKU_014,Household,11.21,10.29,5.58,0,0,96,74,0
2024-06-28,JHR_01,Johor,SKU_014,Household,11.04,10.41,5.58,0,0,145,81,0
2024-06-29,JHR_01,Johor,SKU_014,Household,10.74,10.45,5.58,0,0,130,102,0
2024-06-30,JHR_01,Johor,SKU_014,Household,11.35,10.39,5.58,0,0,105,80,0
2024-07-01,JHR_01,Johor,SKU_014,Household,11.36,10.19,5.58,0,0,102,64,0
2024-07-02,JHR_01,Johor,SKU_014,Household,11.36,10.22,5.58,0,0,107,41,0
2024-07-03,JHR_01,Johor,SKU_014,Household,10.06,10.33,5.58,1,0,176,60,0
2024-07-04,JHR_01,Johor,SKU_014,Household,9.95,10.32,5.58,0,0,152,68,0
2024-07-05,JHR_01,Johor,SKU_014,Household,8.94,10.13,5.58,1,0,202,117,0
2024-07-06,JHR_01,Johor,SKU_014,Household,9.8,10.37,5.58,0,0,132,101,0
2024-07-07,JHR_01,Johor,SKU_014,Household,10.22,10.71,5.58,0,0,167,80,0
2024-07-08,JHR_01,Johor,SKU_014,Household,10.74,10.78,5.58,0,0,146,60,0
2024-07-09,JHR_01,Johor,SKU_014,Household,10.55,10.75,5.58,0,0,94,72,0
2024-07-10,JHR_01,Johor,SKU_014,Household,11.39,10.62,5.58,0,0,136,50,0
2024-07-11,JHR_01,Johor,SKU_014,Household,11.01,10.43,5.58,0,0,110,74,0
2024-07-12,JHR_01,Johor,SKU_014,Household,10.86,10.44,5.58,0,0,130,56,0
2024-07-13,JHR_01,Johor,SKU_014,Household,10.52,10.63,5.58,0,0,146,56,0
2024-07-14,JHR_01,Johor,SKU_014,Household,10.62,10.61,5.58,0,0,137,95,0
2024-07-15,JHR_01,Johor,SKU_014,Household,11.32,10.62,5.58,0,0,70,49,0
2024-07-16,JHR_01,Johor,SKU_014,Household,11.29,10.49,5.58,0,0,109,84,0
2024-07-17,JHR_01,Johor,SKU_014,Household,11.3,10.48,5.58,0,0,90,59,0
2024-07-18,JHR_01,Johor,SKU_014,Household,11.46,10.6,5.58,0,0,73,55,0
2024-07-19,JHR_01,Johor,SKU_014,Household,10.89,10.6,5.58,0,0,145,76,0
2024-07-20,JHR_01,Johor,SKU_014,Household,10.95,10.65,5.58,0,0,111,73,0
2024-07-21,JHR_01,Johor,SKU_014,Household,10.75,10.54,5.58,0,0,138,70,0
2024-07-22,JHR_01,Johor,SKU_014,Household,9.48,10.48,5.58,1,0,217,44,0
2024-07-23,JHR_01,Johor,SKU_014,Household,10.88,10.59,5.58,0,0,87,49,0
2024-07-24,JHR_01,Johor,SKU_014,Household,10.24,10.53,5.58,0,0,118,53,0
2024-07-25,JHR_01,Johor,SKU_014,Household,10.92,10.5,5.58,0,0,144,73,0
2024-07-26,JHR_01,Johor,SKU_014,Household,11.1,10.29,5.58,0,0,131,47,0
2024-07-27,JHR_01,Johor,SKU_014,Household,11.33,10.29,5.58,0,0,107,48,0
2024-07-28,JHR_01,Johor,SKU_014,Household,11.0,10.12,5.58,0,0,102,49,0
2024-07-29,JHR_01,Johor,SKU_014,Household,9.22,10.03,5.58,1,0,230,114,0
2024-07-30,JHR_01,Johor,SKU_014,Household,9.83,9.97,5.58,0,0,138,71,0
2024-07-31,JHR_01,Johor,SKU_014,Household,9.91,10.01,5.58,0,0,143,56,0
2024-08-01,JHR_01,Johor,SKU_014,Household,8.85,9.94,5.58,1,0,237,128,0
2024-08-02,JHR_01,Johor,SKU_014,Household,10.03,9.99,5.58,0,0,176,52,0
2024-08-03,JHR_01,Johor,SKU_014,Household,10.38,10.04,5.58,0,0,123,81,0
2024-08-04,JHR_01,Johor,SKU_014,Household,10.31,9.94,5.58,0,0,134,134,1
2024-08-05,JHR_01,Johor,SKU_014,Household,10.38,9.95,5.58,0,0,95,42,0
2024-08-06,JHR_01,Johor,SKU_014,Household,9.99,9.75,5.58,0,0,144,73,0
2024-08-07,JHR_01,Johor,SKU_014,Household,10.31,9.68,5.58,0,0,117,100,0
2024-08-08,JHR_01,Johor,SKU_014,Household,9.99,9.79,5.58,0,0,133,66,0
2024-08-09,JHR_01,Johor,SKU_014,Household,9.88,9.67,5.58,0,0,104,104,1
2024-08-10,JHR_01,Johor,SKU_014,Household,9.99,9.52,5.58,0,0,134,65,0
2024-08-11,JHR_01,Johor,SKU_014,Household,9.6,9.64,5.58,0,0,140,85,0
2024-08-12,JHR_01,Johor,SKU_014,Household,10.56,9.45,5.58,0,0,138,55,0
2024-08-13,JHR_01,Johor,SKU_014,Household,10.38,9.69,5.58,0,0,128,47,0
2024-08-14,JHR_01,Johor,SKU_014,Household,10.46,9.74,5.58,0,0,97,58,0
2024-08-15,JHR_01,Johor,SKU_014,Household,10.11,9.82,5.58,0,0,130,83,0
2024-08-16,JHR_01,Johor,SKU_014,Household,10.09,9.78,5.58,0,0,133,90,0
2024-08-17,JHR_01,Johor,SKU_014,Household,10.46,9.58,5.58,0,0,142,72,0
2024-08-18,JHR_01,Johor,SKU_014,Household,10.69,9.48,5.58,0,0,99,68,0
2024-08-19,JHR_01,Johor,SKU_014,Household,10.51,9.59,5.58,0,0,83,39,0
2024-08-20,JHR_01,Johor,SKU_014,Household,10.83,9.54,5.58,0,0,111,54,0
2024-08-21,JHR_01,Johor,SKU_014,Household,10.49,9.44,5.58,0,0,71,71,1
2024-08-22,JHR_01,Johor,SKU_014,Household,10.4,9.28,5.58,0,0,117,56,0
2024-08-23,JHR_01,Johor,SKU_014,Household,10.31,9.41,5.58,0,0,103,68,0
2024-08-24,JHR_01,Johor,SKU_014,Household,9.94,9.55,5.58,0,0,176,107,0
2024-08-25,JHR_01,Johor,SKU_014,Household,10.03,9.59,5.58,0,0,167,69,0
2024-08-26,JHR_01,Johor,SKU_014,Household,9.87,9.58,5.58,0,0,120,86,0
2024-08-27,JHR_01,Johor,SKU_014,Household,9.93,9.56,5.58,0,0,101,56,0
2024-08-28,JHR_01,Johor,SKU_014,Household,10.03,9.39,5.58,0,0,135,59,0
2024-08-29,JHR_01,Johor,SKU_014,Household,10.1,9.36,5.58,0,0,93,66,0
2024-08-30,JHR_01,Johor,SKU_014,Household,10.47,9.46,5.58,0,0,154,55,0
2024-08-31,JHR_01,Johor,SKU_014,Household,11.12,9.44,5.58,0,0,149,46,0
2024-09-01,JHR_01,Johor,SKU_014,Household,10.13,9.42,5.58,0,0,138,77,0
2024-09-02,JHR_01,Johor,SKU_014,Household,10.29,9.42,5.58,0,0,92,51,0
2024-09-03,JHR_01,Johor,SKU_014,Household,9.76,9.15,5.58,0,0,126,47,0
2024-09-04,JHR_01,Johor,SKU_014,Household,10.42,9.13,5.58,0,0,125,58,0
2024-09-05,JHR_01,Johor,SKU_014,Household,10.44,9.17,5.58,0,0,119,91,0
2024-09-06,JHR_01,Johor,SKU_014,Household,10.33,9.16,5.58,0,0,103,50,0
2024-09-07,JHR_01,Johor,SKU_014,Household,10.0,9.13,5.58,0,0,171,93,0
2024-09-08,JHR_01,Johor,SKU_014,Household,10.13,9.04,5.58,0,0,132,62,0
2024-09-09,JHR_01,Johor,SKU_014,Household,9.95,8.94,5.58,0,0,133,75,0
2024-09-10,JHR_01,Johor,SKU_014,Household,8.28,8.82,5.58,1,0,187,76,0
2024-09-11,JHR_01,Johor,SKU_014,Household,9.24,8.86,5.58,0,0,140,95,0
2024-09-12,JHR_01,Johor,SKU_014,Household,9.12,8.8,5.58,0,0,173,56,0
2024-09-13,JHR_01,Johor,SKU_014,Household,9.52,8.74,5.58,0,0,165,53,0
2024-09-14,JHR_01,Johor,SKU_014,Household,10.0,8.73,5.58,0,0,136,106,0
2024-09-15,JHR_01,Johor,SKU_014,Household,10.04,8.59,5.58,0,0,164,69,0
2024-09-16,JHR_01,Johor,SKU_014,Household,10.36,8.49,5.58,0,0,122,28,0
2024-09-17,JHR_01,Johor,SKU_014,Household,10.27,8.36,5.58,0,0,99,87,0
2024-09-18,JHR_01,Johor,SKU_014,Household,8.71,8.26,5.58,1,0,220,102,0
2024-09-19,JHR_01,Johor,SKU_014,Household,9.3,8.42,5.58,0,0,138,31,0
2024-09-20,JHR_01,Johor,SKU_014,Household,9.15,8.57,5.58,0,0,167,108,0
2024-09-21,JHR_01,Johor,SKU_014,Household,9.54,8.51,5.58,0,0,129,67,0
2024-09-22,JHR_01,Johor,SKU_014,Household,9.91,8.56,5.58,0,0,139,81,0
2024-09-23,JHR_01,Johor,SKU_014,Household,9.82,8.43,5.58,0,0,87,73,0
2024-09-24,JHR_01,Johor,SKU_014,Household,9.54,8.18,5.58,0,0,97,54,0
2024-09-25,JHR_01,Johor,SKU_014,Household,9.53,8.04,5.58,0,0,137,85,0
2024-09-26,JHR_01,Johor,SKU_014,Household,9.35,8.05,5.58,0,0,150,111,0
2024-09-27,JHR_01,Johor,SKU_014,Household,9.39,8.01,5.58,0,0,129,129,1
2024-09-28,JHR_01,Johor,SKU_014,Household,9.3,7.86,5.58,0,0,133,128,0
2024-09-29,JHR_01,Johor,SKU_014,Household,9.41,7.79,5.58,0,0,138,53,0
2024-09-30,JHR_01,Johor,SKU_014,Household,9.33,7.73,5.58,0,0,119,94,0
2024-10-01,JHR_01,Johor,SKU_014,Household,9.2,7.85,5.58,0,0,106,74,0
2024-10-02,JHR_01,Johor,SKU_014,Household,9.64,8.01,5.58,0,0,147,63,0
2024-10-03,JHR_01,Johor,SKU_014,Household,9.43,7.88,5.58,0,0,121,107,0
2024-10-04,JHR_01,Johor,SKU_014,Household,9.52,7.94,5.58,0,0,170,78,0
2024-10-05,JHR_01,Johor,SKU_014,Household,9.59,7.97,5.58,0,0,118,64,0
2024-10-06,JHR_01,Johor,SKU_014,Household,9.15,7.91,5.58,0,0,169,80,0
2024-10-07,JHR_01,Johor,SKU_014,Household,8.76,7.81,5.58,0,0,124,64,0
2024-10-08,JHR_01,Johor,SKU_014,Household,8.55,7.76,5.58,0,0,168,86,0
2024-10-09,JHR_01,Johor,SKU_014,Household,8.83,7.83,5.58,0,0,140,65,0
2024-10-10,JHR_01,Johor,SKU_014,Household,9.07,7.79,5.58,0,0,141,49,0
2024-10-11,JHR_01,Johor,SKU_014,Household,8.56,7.63,5.58,0,0,194,126,0
2024-10-12,JHR_01,Johor,SKU_014,Household,8.34,7.4,5.58,0,0,237,72,0
2024-10-13,JHR_01,Johor,SKU_014,Household,8.46,7.39,5.58,0,0,206,87,0
2024-10-14,JHR_01,Johor,SKU_014,Household,8.49,7.51,5.58,0,0,114,93,0
2024-10-15,JHR_01,Johor,SKU_014,Household,8.7,7.48,5.58,0,0,106,89,0
2024-10-16,JHR_01,Johor,SKU_014,Household,8.55,7.6,5.58,0,0,160,73,0
2024-10-17,JHR_01,Johor,SKU_014,Household,8.99,7.65,5.58,0,0,115,101,0
2024-10-18,JHR_01,Johor,SKU_014,Household,8.85,7.7,5.58,0,0,190,60,0
2024-10-19,JHR_01,Johor,SKU_014,Household,9.42,7.64,5.58,0,0,155,84,0
2024-10-20,JHR_01,Johor,SKU_014,Household,9.36,7.62,5.58,0,0,191,102,0
2024-10-21,JHR_01,Johor,SKU_014,Household,8.5,7.57,5.58,1,0,193,88,0
2024-10-22,JHR_01,Johor,SKU_014,Household,8.63,7.55,5.58,0,0,167,117,0
2024-10-23,JHR_01,Johor,SKU_014,Household,8.68,7.67,5.58,0,0,171,55,0
2024-10-24,JHR_01,Johor,SKU_014,Household,8.7,7.58,5.58,0,0,122,122,1
2024-10-25,JHR_01,Johor,SKU_014,Household,9.54,7.73,5.58,0,0,162,83,0
2024-10-26,JHR_01,Johor,SKU_014,Household,9.48,7.78,5.58,0,0,133,89,0
2024-10-27,JHR_01,Johor,SKU_014,Household,8.87,7.74,5.58,0,0,166,97,0
2024-10-28,JHR_01,Johor,SKU_014,Household,8.79,7.62,5.58,0,0,126,64,0
2024-10-29,JHR_01,Johor,SKU_014,Household,9.21,7.74,5.58,0,0,155,61,0
2024-10-30,JHR_01,Johor,SKU_014,Household,8.09,7.72,5.58,1,0,226,108,0
2024-10-31,JHR_01,Johor,SKU_014,Household,8.89,7.69,5.58,0,0,100,47,0
2024-11-01,JHR_01,Johor,SKU_014,Household,9.15,7.77,5.58,0,0,130,111,0
2024-11-02,JHR_01,Johor,SKU_014,Household,9.22,7.75,5.58,0,0,164,51,0
2024-11-03,JHR_01,Johor,SKU_014,Household,8.89,7.79,5.58,0,0,174,53,0
2024-11-04,JHR_01,Johor,SKU_014,Household,9.5,7.9,5.58,0,0,90,83,0
2024-11-05,JHR_01,Johor,SKU_014,Household,9.38,8.01,5.58,0,0,91,30,0
2024-11-06,JHR_01,Johor,SKU_014,Household,9.29,8.1,5.58,0,0,137,62,0
2024-11-07,JHR_01,Johor,SKU_014,Household,9.6,8.09,5.58,0,0,140,71,0
2024-11-08,JHR_01,Johor,SKU_014,Household,9.43,8.07,5.58,0,0,147,95,0
2024-11-09,JHR_01,Johor,SKU_014,Household,9.79,7.95,5.58,0,0,134,51,0
2024-11-10,JHR_01,Johor,SKU_014,Household,9.38,8.03,5.58,0,0,129,102,0
2024-11-11,JHR_01,Johor,SKU_014,Household,9.75,7.82,5.58,0,0,130,79,0
2024-11-12,JHR_01,Johor,SKU_014,Household,9.26,7.74,5.58,0,0,160,74,0
2024-11-13,JHR_01,Johor,SKU_014,Household,9.09,7.69,5.58,0,0,170,127,0
2024-11-14,JHR_01,Johor,SKU_014,Household,9.32,7.85,5.58,0,0,90,78,0
2024-11-15,JHR_01,Johor,SKU_014,Household,9.05,7.92,5.58,0,0,172,107,0
2024-11-16,JHR_01,Johor,SKU_014,Household,8.97,7.81,5.58,0,0,203,93,0
2024-11-17,JHR_01,Johor,SKU_014,Household,8.23,7.82,5.58,0,0,246,133,0
2024-11-18,JHR_01,Johor,SKU_014,Household,8.87,7.91,5.58,0,0,167,95,0
2024-11-19,JHR_01,Johor,SKU_014,Household,8.78,7.81,5.58,0,0,157,107,0
2024-11-20,JHR_01,Johor,SKU_014,Household,8.46,7.72,5.58,0,0,143,60,0
2024-11-21,JHR_01,Johor,SKU_014,Household,8.9,7.73,5.58,0,0,126,106,0
2024-11-22,JHR_01,Johor,SKU_014,Household,8.68,7.68,5.58,0,0,157,93,0
2024-11-23,JHR_01,Johor,SKU_014,Household,8.79,7.75,5.58,0,0,149,89,0
2024-11-24,JHR_01,Johor,SKU_014,Household,8.84,7.69,5.58,0,0,147,86,0
2024-11-25,JHR_01,Johor,SKU_014,Household,8.84,7.79,5.58,0,0,167,73,0
2024-11-26,JHR_01,Johor,SKU_014,Household,9.08,7.83,5.58,0,0,149,92,0
2024-11-27,JHR_01,Johor,SKU_014,Household,9.73,7.78,5.58,0,0,122,39,0
2024-11-28,JHR_01,Johor,SKU_014,Household,8.38,7.68,5.58,1,0,296,104,0
2024-11-29,JHR_01,Johor,SKU_014,Household,8.51,7.69,5.58,0,0,198,105,0
2024-11-30,JHR_01,Johor,SKU_014,Household,8.83,7.71,5.58,0,0,159,76,0
2024-12-01,JHR_01,Johor,SKU_014,Household,9.1,7.58,5.58,0,0,171,97,0
2024-12-02,JHR_01,Johor,SKU_014,Household,9.23,7.58,5.58,0,0,118,73,0
2024-12-03,JHR_01,Johor,SKU_014,Household,8.95,7.65,5.58,0,0,124,93,0
2024-12-04,JHR_01,Johor,SKU_014,Household,9.17,7.67,5.58,0,0,169,66,0
2024-12-05,JHR_01,Johor,SKU_014,Household,8.99,7.78,5.58,0,0,132,54,0
2024-12-06,JHR_01,Johor,SKU_014,Household,9.0,7.7,5.58,0,0,123,87,0
2024-12-07,JHR_01,Johor,SKU_014,Household,9.22,7.77,5.58,0,0,177,96,0
2024-12-08,JHR_01,Johor,SKU_014,Household,8.9,7.79,5.58,0,0,210,129,0
2024-12-09,JHR_01,Johor,SKU_014,Household,9.03,7.81,5.58,0,0,155,61,0
2024-12-10,JHR_01,Johor,SKU_014,Household,9.35,7.92,5.58,0,0,134,88,0
2024-12-11,JHR_01,Johor,SKU_014,Household,8.01,7.93,5.58,1,0,265,153,0
2024-12-12,JHR_01,Johor,SKU_014,Household,8.06,7.91,5.58,0,0,162,115,0
2024-12-13,JHR_01,Johor,SKU_014,Household,8.7,8.01,5.58,0,0,178,94,0
2024-12-14,JHR_01,Johor,SKU_014,Household,9.08,8.0,5.58,0,0,198,149,0
2024-12-15,JHR_01,Johor,SKU_014,Household,8.37,7.99,5.58,1,0,285,135,0
2024-12-16,JHR_01,Johor,SKU_014,Household,8.87,8.0,5.58,0,0,129,71,0
2024-12-17,JHR_01,Johor,SKU_014,Household,8.97,7.9,5.58,0,0,173,39,0
2024-12-18,JHR_01,Johor,SKU_014,Household,8.86,7.91,5.58,0,0,175,89,0
2024-12-19,JHR_01,Johor,SKU_014,Household,9.11,7.93,5.58,0,0,110,110,1
2024-12-20,JHR_01,Johor,SKU_014,Household,9.13,7.92,5.58,0,1,209,105,0
2024-12-21,JHR_01,Johor,SKU_014,Household,9.36,7.82,5.58,0,1,173,100,0
2024-12-22,JHR_01,Johor,SKU_014,Household,8.73,7.89,5.58,0,1,214,126,0
2024-12-23,JHR_01,Johor,SKU_014,Household,9.44,7.9,5.58,0,1,118,118,1
2024-12-24,JHR_01,Johor,SKU_014,Household,9.18,7.9,5.58,0,1,182,109,0
2024-12-25,JHR_01,Johor,SKU_014,Household,9.68,7.95,5.58,0,1,166,93,0
2024-12-26,JHR_01,Johor,SKU_014,Household,9.46,8.04,5.58,0,1,175,82,0
2024-12-27,JHR_01,Johor,SKU_014,Household,9.0,8.12,5.58,0,1,231,91,0
2024-12-28,JHR_01,Johor,SKU_014,Household,9.53,8.09,5.58,0,1,251,110,0
2024-12-29,JHR_01,Johor,SKU_014,Household,9.28,8.08,5.58,0,1,201,98,0
2024-12-30,JHR_01,Johor,SKU_014,Household,9.27,8.03,5.58,0,1,134,90,0
2024-12-31,JHR_01,Johor,SKU_014,Household,9.09,8.08,5.58,0,1,205,91,0
2025-01-01,JHR_01,Johor,SKU_014,Household,9.2,7.94,5.58,0,1,170,56,0
2025-01-02,JHR_01,Johor,SKU_014,Household,9.3,7.95,5.58,0,1,216,91,0
2025-01-03,JHR_01,Johor,SKU_014,Household,8.81,8.05,5.58,0,1,207,106,0
2025-01-04,JHR_01,Johor,SKU_014,Household,9.13,8.05,5.58,0,1,174,114,0
2025-01-05,JHR_01,Johor,SKU_014,Household,9.02,7.93,5.58,0,0,199,72,0
2025-01-06,JHR_01,Johor,SKU_014,Household,9.03,7.8,5.58,0,0,141,86,0
2025-01-07,JHR_01,Johor,SKU_014,Household,8.74,7.84,5.58,0,0,189,79,0
2025-01-08,JHR_01,Johor,SKU_014,Household,7.78,7.88,5.58,1,0,207,113,0
2025-01-09,JHR_01,Johor,SKU_014,Household,8.03,7.75,5.58,0,0,145,82,0
2025-01-10,JHR_01,Johor,SKU_014,Household,8.75,7.66,5.58,0,0,151,112,0
2025-01-11,JHR_01,Johor,SKU_014,Household,7.63,7.65,5.58,1,0,396,207,0
2025-01-12,JHR_01,Johor,SKU_014,Household,8.54,7.7,5.58,0,0,151,91,0
2025-01-13,JHR_01,Johor,SKU_014,Household,8.01,7.67,5.58,1,0,222,146,0
2025-01-14,JHR_01,Johor,SKU_014,Household,8.43,7.68,5.58,0,0,145,77,0
2025-01-15,JHR_01,Johor,SKU_014,Household,8.58,7.79,5.58,0,0,169,117,0
2025-01-16,JHR_01,Johor,SKU_014,Household,8.9,7.78,5.58,0,0,189,98,0
2025-01-17,JHR_01,Johor,SKU_014,Household,8.91,7.75,5.58,0,0,218,70,0
2025-01-18,JHR_01,Johor,SKU_014,Household,9.46,7.73,5.58,0,0,179,126,0
2025-01-19,JHR_01,Johor,SKU_014,Household,9.29,7.64,5.58,0,0,132,106,0
2025-01-20,JHR_01,Johor,SKU_014,Household,9.81,7.9,5.58,0,0,130,53,0
2025-01-21,JHR_01,Johor,SKU_014,Household,9.71,7.82,5.58,0,0,156,37,0
2025-01-22,JHR_01,Johor,SKU_014,Household,8.0,7.91,5.58,1,0,250,106,0
2025-01-23,JHR_01,Johor,SKU_014,Household,8.25,7.77,5.58,0,0,172,49,0
2025-01-24,JHR_01,Johor,SKU_014,Household,8.95,7.69,5.58,0,0,167,150,0
2025-01-25,JHR_01,Johor,SKU_014,Household,9.11,7.68,5.58,0,0,203,69,0
2025-01-26,JHR_01,Johor,SKU_014,Household,9.31,7.72,5.58,0,0,138,85,0
2025-01-27,JHR_01,Johor,SKU_014,Household,8.76,7.75,5.58,0,0,126,88,0
2025-01-28,JHR_01,Johor,SKU_014,Household,8.94,7.79,5.58,0,0,132,90,0
2025-01-29,JHR_01,Johor,SKU_014,Household,8.86,7.72,5.58,0,0,135,95,0
2025-01-30,JHR_01,Johor,SKU_014,Household,8.67,7.71,5.58,0,0,189,124,0
2025-01-31,JHR_01,Johor,SKU_014,Household,8.58,7.7,5.58,0,0,167,145,0
2025-02-01,JHR_01,Johor,SKU_014,Household,9.03,7.67,5.58,0,1,222,199,0
2025-02-02,JHR_01,Johor,SKU_014,Household,9.6,7.86,5.58,0,1,233,106,0
2025-02-03,JHR_01,Johor,SKU_014,Household,9.75,7.86,5.58,0,1,186,50,0
2025-02-04,JHR_01,Johor,SKU_014,Household,9.54,7.65,5.58,0,1,165,70,0
2025-02-05,JHR_01,Johor,SKU_014,Household,9.34,7.62,5.58,0,0,182,96,0
2025-02-06,JHR_01,Johor,SKU_014,Household,9.06,7.53,5.58,0,0,136,82,0
2025-02-07,JHR_01,Johor,SKU_014,Household,9.71,7.45,5.58,0,0,146,122,0
2025-02-08,JHR_01,Johor,SKU_014,Household,9.51,7.5,5.58,0,0,170,123,0
2025-02-09,JHR_01,Johor,SKU_014,Household,9.07,7.4,5.58,0,0,152,99,0
2025-02-10,JHR_01,Johor,SKU_014,Household,8.77,7.32,5.58,0,0,155,112,0
2025-02-11,JHR_01,Johor,SKU_014,Household,8.71,7.43,5.58,0,0,180,84,0
2025-02-12,JHR_01,Johor,SKU_014,Household,8.65,7.46,5.58,0,0,148,121,0
2025-02-13,JHR_01,Johor,SKU_014,Household,8.63,7.38,5.58,0,0,160,108,0
2025-02-14,JHR_01,Johor,SKU_014,Household,8.91,7.26,5.58,0,0,167,117,0
2025-02-15,JHR_01,Johor,SKU_014,Household,7.84,7.24,5.58,1,0,285,138,0
2025-02-16,JHR_01,Johor,SKU_014,Household,8.2,7.28,5.58,0,0,169,129,0
